"Id","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
2136,"RM",60,10320,"1","Grvl","Reg","Lvl","4","Inside","1","IDOTRR","Norm","Norm","2fmCon","2Story",3,3,1915,1950,"Gable","CompShg","AsphShn","AsphShn","None",0,"2","2","PConc","3","2","1","1",0,"1",0,536,536,"GasA","5","0","FuseF",808,536,0,1344,0,0,2,0,3,2,"3",8,"5",0,"0","NoApp",0,"0",0,0,"0","0","1",42,0,204,0,0,0,"0","NoApp","NoApp",0,5,2008,"WD","Normal",NA
2137,"RL",82,9488,"1","NoApp","Reg","Lvl","4","Inside","1","Sawyer","Feedr","Norm","1Fam","1Story",5,6,1947,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","CBlock","3","3","1","1",0,"1",0,1046,1046,"GasA","4","0","SBrkr",1054,0,0,1054,0,0,1,0,3,1,"3",6,"5",0,"0","Detchd",2,"1",1,240,"3","3","3",0,60,122,0,0,0,"0","NoApp","NoApp",0,9,2008,"WD","Abnorml",NA
2138,"RL",69,11235,"1","NoApp","Reg","Lvl","4","Corner","1","Sawyer","Feedr","Norm","1Fam","SFoyer",5,6,1963,1963,"Gable","CompShg","HdBoard","Wd Sdng","None",0,"3","3","CBlock","4","3","3","5",784,"1",0,197,981,"GasA","3","1","SBrkr",1075,0,0,1075,1,0,1,0,3,1,"4",6,"5",0,"0","Detchd",3,"1",2,440,"3","3","3",64,0,0,0,64,0,"0","MnPrv","NoApp",0,5,2008,"WD","Abnorml",NA
2139,"RL",80,13014,"1","NoApp","Reg","Lvl","4","Inside","1","Sawyer","Norm","Norm","1Fam","SLvl",6,5,1978,1978,"Gable","CompShg","HdBoard","Plywood","BrkFace",39,"3","3","CBlock","3","3","3","5",528,"1",0,480,1008,"GasA","3","1","SBrkr",1096,0,0,1096,1,0,1,0,3,1,"3",6,"5",1,"2","Attchd",2,"1",2,484,"3","3","3",168,0,0,0,0,0,"0","NoApp","NoApp",0,12,2008,"WD","Normal",NA
2140,"RL",68,10265,"1","NoApp","IR1","Lvl","4","Inside","1","Sawyer","Norm","Norm","1Fam","1Story",5,7,1967,2005,"Gable","CompShg","HdBoard","HdBoard","None",0,"3","2","CBlock","3","3","1","5",758,"1",0,234,992,"GasA","5","1","SBrkr",992,0,0,992,1,0,1,0,3,1,"4",6,"5",0,"0","Attchd",2,"2",1,294,"3","3","3",204,0,0,0,0,0,"0","MnPrv","Shed",600,7,2008,"WD","Normal",NA
2141,"RL",69,7703,"1","NoApp","IR1","Lvl","4","CulDSac","1","Sawyer","Norm","Norm","1Fam","SFoyer",6,8,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkCmn",40,"3","3","CBlock","4","3","4","5",450,"1",0,0,450,"GasA","5","1","SBrkr",1034,0,0,1034,0,1,1,0,3,1,"3",6,"5",1,"1","Basment",2,"3",2,504,"3","3","3",311,0,0,0,0,0,"0","GdWo","NoApp",0,5,2008,"WD","Normal",NA
2142,"RL",69,9981,"1","NoApp","IR1","Lvl","4","Corner","1","Sawyer","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","MetalSd","MetalSd","BrkFace",340,"3","3","CBlock","3","3","2","4",221,"1",0,852,1073,"GasA","4","1","SBrkr",1073,0,0,1073,0,0,1,0,3,1,"3",6,"5",0,"0","Attchd",2,"2",1,270,"3","3","3",0,90,0,0,0,0,"0","MnPrv","NoApp",0,3,2008,"WD","Normal",NA
2143,"RL",69,7400,"1","NoApp","IR1","Lvl","4","CulDSac","1","Sawyer","Norm","Norm","1Fam","SFoyer",5,5,1984,1984,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","PConc","4","3","3","2",104,"5",956,0,1060,"GasA","3","1","SBrkr",1126,0,0,1126,1,0,1,0,2,1,"3",5,"5",0,"0","Attchd",2,"1",2,506,"3","3","3",178,0,0,0,0,0,"0","NoApp","NoApp",0,3,2008,"WD","Normal",NA
2144,"RL",60,12900,"1","NoApp","Reg","Lvl","4","Inside","1","Sawyer","Feedr","Norm","2fmCon","1Story",5,4,1920,1950,"Gable","CompShg","BrkFace","Stucco","None",0,"3","3","PConc","3","2","1","4",1300,"1",0,0,1300,"GasA","2","1","SBrkr",1140,0,0,1140,1,0,1,0,3,1,"3",6,"5",0,"0","CarPort",1,"1",2,400,"3","3","3",0,0,190,0,0,0,"0","NoApp","NoApp",0,1,2008,"WD","Alloca",NA
2145,"RL",94,9239,"1","NoApp","Reg","Lvl","4","Inside","1","Sawyer","Feedr","Norm","1Fam","1Story",5,8,1963,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","4","CBlock","3","3","1","6",634,"1",0,326,960,"GasA","5","1","SBrkr",960,0,0,960,1,0,1,0,3,1,"4",6,"5",0,"0","Attchd",2,"3",1,300,"3","3","3",168,0,0,0,0,0,"0","NoApp","NoApp",0,5,2008,"WD","Normal",NA
2146,"RL",88,14175,"1","NoApp","Reg","Lvl","4","Inside","1","Sawyer","PosA","Norm","1Fam","1Story",6,8,1956,1956,"Gable","CompShg","HdBoard","HdBoard","None",0,"3","3","CBlock","3","4","4","6",776,"1",0,212,988,"GasA","3","1","FuseA",1188,0,0,1188,1,0,1,0,1,1,"3",4,"5",1,"3","Attchd",2,"1",2,621,"3","3","3",102,89,231,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Normal",NA
2147,"RL",69,10532,"1","NoApp","Reg","Lvl","4","Corner","1","ClearCr","Norm","Norm","1Fam","1Story",5,3,1960,1960,"Flat","Tar&Grv","Plywood","Plywood","Stone",275,"3","3","CBlock","3","3","2","3",988,"1",0,0,988,"GasA","4","1","SBrkr",1721,0,0,1721,1,0,2,0,3,1,"3",7,"3",2,"3","Basment",2,"1",2,626,"3","3","3",50,84,0,0,0,0,"0","NoApp","NoApp",0,12,2008,"WD","Abnorml",NA
2148,"RL",63,8375,"1","NoApp","Reg","Lvl","4","Corner","1","Sawyer","Norm","Norm","1Fam","1.5Fin",5,7,1941,1973,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","BrkTil","3","3","1","5",336,"1",0,240,576,"GasA","4","1","SBrkr",864,486,0,1350,1,0,1,1,2,1,"4",6,"4",0,"0","2Types",2,"1",3,627,"3","3","1",0,0,0,0,0,0,"0","MnPrv","NoApp",0,6,2008,"WD","Normal",NA
2149,"RL",69,10200,"1","NoApp","Reg","Lvl","4","Inside","1","Sawyer","Norm","Norm","1Fam","SLvl",5,8,1970,1970,"Hip","CompShg","HdBoard","HdBoard","None",0,"3","4","PConc","4","3","3","5",704,"1",0,160,864,"GasA","5","1","SBrkr",904,0,0,904,0,0,1,0,3,1,"4",5,"5",0,"0","2Types",2,"1",3,912,"3","3","3",143,0,0,0,0,0,"0","MnPrv","NoApp",0,6,2008,"WD","Normal",NA
2150,"RL",82,20270,"1","NoApp","IR1","Lvl","4","CulDSac","1","ClearCr","Norm","Norm","1Fam","1Story",7,6,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"3","3","CBlock","4","3","4","6",599,"1",0,925,1524,"GasA","3","1","SBrkr",1524,0,0,1524,1,0,2,0,3,1,"3",7,"5",2,"4","Attchd",2,"3",2,478,"3","3","3",140,0,0,0,0,0,"0","NoApp","NoApp",0,4,2008,"WD","Normal",NA
2151,"RL",50,5190,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","1Fam","1.5Fin",7,5,1948,1950,"Gable","CompShg","BrkFace","Plywood","None",0,"3","3","CBlock","3","3","1","1",0,"1",0,570,570,"GasA","3","1","SBrkr",617,462,0,1079,0,0,1,0,2,1,"3",5,"5",1,"4","Attchd",2,"1",1,249,"3","3","3",135,0,0,0,0,0,"0","NoApp","NoApp",0,1,2008,"WD","Normal",NA
2152,"RL",85,19550,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","1Fam","1Story",5,7,1940,2007,"Flat","Tar&Grv","VinylSd","VinylSd","None",0,"3","3","PConc","3","3","4","5",1035,"1",0,545,1580,"GasA","5","1","SBrkr",1518,0,0,1518,1,0,1,0,2,1,"2",5,"5",2,"4","NoApp",0,"0",0,0,"0","0","3",0,39,0,0,0,0,"0","NoApp","NoApp",0,1,2008,"WD","Normal",NA
2153,"RL",68,9571,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","1Fam","1Story",5,6,1956,1956,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"3","3","CBlock","3","3","3","3",870,"1",0,639,1509,"GasA","3","1","FuseA",1509,0,0,1509,1,0,1,0,3,1,"4",6,"5",1,"3","Attchd",2,"1",1,322,"3","3","3",158,0,0,0,576,0,"0","MnPrv","NoApp",0,7,2008,"WD","Normal",NA
2154,"RL",50,9350,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","Duplex","SFoyer",5,5,1975,1975,"Gable","CompShg","HdBoard","HdBoard","None",0,"3","3","PConc","4","3","3","6",864,"1",0,0,864,"GasA","2","0","SBrkr",864,0,0,864,1,0,1,0,2,1,"3",4,"5",0,"0","NoApp",0,"0",0,0,"0","0","3",0,0,0,0,0,0,"0","NoApp","NoApp",0,4,2008,"WD","Normal",NA
2155,"RL",50,9360,"1","NoApp","Reg","Lvl","4","Corner","1","Edwards","Norm","Norm","1Fam","2Story",6,8,1962,2001,"Gable","CompShg","VinylSd","VinylSd","BrkCmn",216,"4","3","CBlock","3","3","1","3",324,"1",0,297,621,"GasA","3","1","SBrkr",621,648,0,1269,0,0,1,1,3,1,"3",7,"5",0,"0","Detchd",2,"1",1,280,"3","3","3",0,236,0,0,0,0,"0","GdWo","NoApp",0,11,2008,"WD","Normal",NA
2156,"RL",69,9771,"1","NoApp","IR3","Lvl","4","Corner","1","SawyerW","Norm","Norm","1Fam","2Story",6,5,1995,2002,"Gable","CompShg","HdBoard","HdBoard","BrkFace",190,"4","3","PConc","4","3","1","2",779,"1",0,298,1077,"GasA","5","1","SBrkr",1093,1721,0,2814,0,1,2,1,4,1,"4",9,"5",1,"3","BuiltIn",3,"3",2,614,"3","3","3",48,32,0,0,216,0,"0","GdPrv","NoApp",0,6,2008,"WD","Normal",NA
2157,"RL",80,9938,"1","NoApp","Reg","Lvl","4","Inside","1","SawyerW","Norm","Norm","1Fam","1Story",7,5,1994,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",251,"4","3","PConc","4","3","1","6",1271,"1",0,331,1602,"GasA","5","1","SBrkr",1626,0,0,1626,1,0,2,1,3,1,"4",7,"5",1,"3","Attchd",3,"2",2,534,"3","3","3",424,40,0,0,0,0,"0","NoApp","NoApp",0,4,2008,"WD","Normal",NA
2158,"RL",69,14171,"1","NoApp","IR2","Lvl","4","CulDSac","1","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","1","6",355,"1",0,457,812,"GasA","5","1","SBrkr",1101,1099,0,2200,0,0,2,1,4,1,"4",9,"5",1,"3","Attchd",3,"2",2,453,"3","3","3",168,98,0,0,0,0,"0","NoApp","NoApp",0,12,2008,"WD","Normal",NA
2159,"RL",85,10541,"1","NoApp","IR1","Lvl","4","Corner","1","SawyerW","Norm","Norm","1Fam","SLvl",7,5,1996,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","3","1",0,"1",0,672,672,"GasA","5","1","SBrkr",1302,735,0,2037,0,0,2,1,3,1,"4",8,"5",1,"3","Attchd",3,"3",2,472,"3","3","3",100,33,0,0,0,0,"0","NoApp","NoApp",0,2,2008,"WD","Normal",NA
2160,"RL",65,10616,"1","NoApp","IR1","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","1","1",0,"1",0,628,628,"GasA","5","1","SBrkr",628,728,0,1356,0,0,2,1,3,1,"4",6,"5",1,"4","BuiltIn",3,"3",2,484,"3","3","3",100,24,0,0,0,0,"0","NoApp","NoApp",0,3,2008,"New","Partial",NA
2161,"RL",65,9345,"1","NoApp","IR1","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",156,"4","3","PConc","4","3","3","1",0,"1",0,1615,1615,"GasA","5","1","SBrkr",1615,0,0,1615,0,0,2,0,3,1,"4",7,"5",1,"4","Attchd",3,"2",3,864,"3","3","3",168,30,0,0,0,0,"0","NoApp","NoApp",0,5,2008,"WD","Normal",NA
2162,"RL",91,11778,"1","NoApp","Reg","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",554,"4","3","PConc","4","3","4","6",2085,"1",0,186,2271,"GasA","5","1","SBrkr",2276,0,0,2276,1,0,2,0,3,1,"5",7,"5",2,"4","Attchd",3,"2",3,1348,"4","3","3",0,0,70,0,255,0,"0","NoApp","NoApp",0,6,2008,"WD","Abnorml",NA
2163,"RL",91,11778,"1","NoApp","Reg","Lvl","4","Inside","1","CollgCr","PosN","Norm","1Fam","1Story",9,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",402,"5","3","PConc","5","3","3","6",1153,"1",0,598,1751,"GasA","5","1","SBrkr",1766,0,0,1766,1,0,2,1,3,1,"5",8,"5",2,"4","Attchd",3,"3",3,874,"3","3","3",216,36,0,0,0,0,"0","NoApp","NoApp",0,12,2008,"New","Partial",NA
2164,"RL",69,11454,"1","NoApp","IR2","Lvl","4","Corner","1","SawyerW","Norm","Norm","1Fam","SLvl",8,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd","BrkFace",302,"4","3","PConc","4","3","4","6",770,"1",0,631,1401,"GasA","5","1","SBrkr",1511,0,0,1511,1,0,2,0,3,1,"4",6,"5",1,"2","Attchd",3,"3",3,811,"3","3","3",168,42,0,0,0,0,"0","NoApp","NoApp",0,2,2008,"WD","Normal",NA
2165,"RL",69,11500,"1","NoApp","IR1","Bnk","4","CulDSac","1","ClearCr","Norm","Norm","1Fam","1Story",6,6,1966,1966,"Flat","Tar&Grv","Plywood","Plywood","None",0,"3","3","CBlock","4","4","4","2",262,"5",723,197,1182,"GasA","5","1","SBrkr",1643,0,0,1643,1,0,2,0,2,1,"3",6,"5",1,"4","Attchd",2,"1",2,438,"3","3","3",339,0,0,0,0,0,"0","NoApp","NoApp",0,3,2008,"WD","Normal",NA
2166,"RL",65,9750,"1","NoApp","Reg","Low","4","Inside","2","CollgCr","Norm","Norm","1Fam","1Story",5,7,1994,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","3","PConc","4","3","1","6",722,"1",0,268,990,"GasA","5","1","SBrkr",990,0,0,990,1,0,1,0,3,1,"3",5,"5",0,"0","Detchd",3,"1",2,528,"3","3","3",168,0,0,0,0,0,"0","NoApp","NoApp",0,8,2008,"WD","Normal",NA
2167,"RL",69,8696,"1","NoApp","IR1","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","1Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",150,"3","3","PConc","4","3","4","6",1308,"1",0,110,1418,"GasA","5","1","SBrkr",1418,0,0,1418,1,0,2,0,3,1,"4",5,"5",1,"3","Attchd",3,"2",2,558,"3","3","3",208,110,0,0,0,0,"0","NoApp","NoApp",0,5,2008,"WD","Normal",NA
2168,"RL",69,13142,"1","NoApp","IR1","Lvl","4","Corner","1","CollgCr","PosN","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","BrkFace",128,"3","3","PConc","4","3","1","6",688,"1",0,176,864,"GasA","5","1","SBrkr",872,899,0,1771,1,0,2,1,3,1,"4",6,"5",0,"0","Attchd",3,"2",2,600,"3","3","3",0,96,0,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",NA
2169,"RL",68,8998,"1","NoApp","IR1","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","2Story",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,"4","3","PConc","4","3","2","6",527,"1",0,255,782,"GasA","5","1","SBrkr",782,870,0,1652,0,0,2,1,3,1,"4",6,"5",0,"0","Attchd",3,"2",2,532,"3","3","3",0,70,0,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Normal",NA
2170,"RL",75,12192,"1","NoApp","IR1","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","2Story",7,5,2000,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","1","6",663,"1",0,265,928,"GasA","5","1","SBrkr",928,895,0,1823,1,0,2,1,3,1,"4",6,"5",0,"0","Attchd",3,"2",2,626,"3","3","3",192,36,0,0,0,0,"0","NoApp","Shed",4500,5,2008,"WD","Normal",NA
2171,"RL",69,12250,"1","NoApp","IR1","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","1Story",5,6,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace",180,"3","3","CBlock","4","3","2","5",781,"1",0,83,864,"GasA","5","1","SBrkr",1174,0,0,1174,1,0,1,0,3,1,"3",5,"5",0,"0","Attchd",2,"1",2,528,"3","3","3",211,0,280,0,0,0,"0","NoApp","NoApp",0,5,2008,"WD","Normal",NA
2172,"RL",69,9216,"1","NoApp","IR1","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","1Story",5,6,1975,1975,"Gable","CompShg","HdBoard","HdBoard","BrkFace",176,"3","3","CBlock","3","3","3","5",294,"1",0,782,1076,"GasA","3","1","SBrkr",1076,0,0,1076,0,0,1,1,3,1,"3",5,"5",1,"2","Detchd",3,"1",2,576,"3","3","3",0,0,0,0,0,0,"0","MnPrv","NoApp",0,9,2008,"WD","Abnorml",NA
2173,"RL",40,14330,"1","NoApp","IR1","Lvl","4","CulDSac","1","CollgCr","Norm","Norm","1Fam","1Story",5,6,1975,2001,"Gable","CompShg","Plywood","Wd Sdng","None",0,"3","3","CBlock","3","3","1","3",88,"5",596,180,864,"GasA","3","1","SBrkr",1558,0,0,1558,1,0,2,0,2,1,"3",5,"4",0,"0","Attchd",2,"3",2,440,"3","3","3",140,0,239,0,227,0,"0","NoApp","NoApp",0,8,2008,"WD","Normal",NA
2174,"RL",69,10400,"1","NoApp","Reg","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",227,"4","3","PConc","4","3","1","1",0,"1",0,1257,1257,"GasA","5","1","SBrkr",1290,871,0,2161,0,0,2,1,3,1,"4",8,"5",1,"3","Attchd",3,"2",2,570,"3","3","3",0,84,0,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Normal",NA
2175,"RL",69,9720,"1","NoApp","IR1","Lvl","4","CulDSac","1","CollgCr","Norm","Norm","1Fam","2Story",9,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",134,"4","3","PConc","4","3","2","6",1194,"1",0,163,1357,"GasA","5","1","SBrkr",1366,581,0,1947,1,0,2,1,3,1,"4",7,"5",1,"3","BuiltIn",3,"3",3,725,"3","3","3",168,116,0,0,0,0,"0","NoApp","NoApp",0,1,2008,"WD","Normal",NA
2176,"RL",69,14860,"1","NoApp","IR2","Lvl","4","CulDSac","1","CollgCr","Norm","Norm","1Fam","1Story",8,5,2002,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",240,"4","3","PConc","5","3","4","6",1538,"1",0,240,1778,"GasA","5","1","SBrkr",1786,0,0,1786,1,0,2,0,3,1,"4",6,"5",1,"4","Attchd",3,"2",3,715,"3","3","3",182,35,0,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Normal",NA
2177,"RL",41,10905,"1","NoApp","IR2","Lvl","4","CulDSac","1","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","1","1",0,"1",0,1129,1129,"GasA","5","1","SBrkr",1129,1198,0,2327,0,0,2,1,4,1,"4",9,"5",1,"4","BuiltIn",3,"2",2,596,"3","3","3",0,57,0,0,0,0,"0","NoApp","NoApp",0,8,2008,"WD","Normal",NA
2178,"RL",96,11690,"1","NoApp","IR1","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","2Story",8,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",192,"4","3","PConc","4","3","3","1",0,"1",0,850,850,"GasA","5","1","SBrkr",886,878,0,1764,0,0,2,1,3,1,"4",7,"5",1,"3","Attchd",3,"1",2,560,"3","3","3",120,29,0,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Normal",NA
2179,"RM",69,4426,"1","NoApp","Reg","Lvl","4","Inside","1","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",205,"4","3","PConc","4","3","2","6",662,"1",0,186,848,"GasA","5","1","SBrkr",848,0,0,848,1,0,1,0,1,1,"4",3,"5",0,"0","Attchd",3,"2",2,420,"3","3","3",140,0,0,0,0,0,"0","NoApp","NoApp",0,2,2008,"WD","Normal",NA
2180,"RM",83,10126,"1","NoApp","Reg","Lvl","4","Corner","1","CollgCr","Norm","Norm","Duplex","SFoyer",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","4","PConc","4","3","4","6",1593,"2",162,83,1838,"GasA","5","1","SBrkr",1838,0,0,1838,2,0,2,0,2,2,"3",8,"5",0,"0","Attchd",3,"1",3,721,"3","3","3",160,67,0,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Abnorml",NA
2181,"RL",75,9750,"1","NoApp","Reg","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",50,"4","3","PConc","4","3","2","6",24,"1",0,1421,1445,"GasA","5","1","SBrkr",1445,0,0,1445,0,0,2,0,3,1,"4",6,"5",0,"0","Attchd",3,"1",2,470,"3","3","3",0,35,0,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Normal",NA
2182,"RL",85,11058,"1","NoApp","Reg","Lvl","4","Corner","1","CollgCr","Norm","Norm","1Fam","1Story",7,6,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",212,"4","3","PConc","4","3","1","6",56,"1",0,1508,1564,"GasA","5","1","SBrkr",1564,0,0,1564,0,0,2,0,3,1,"4",6,"5",0,"0","Attchd",3,"2",3,814,"3","3","3",0,24,0,0,0,0,"0","NoApp","NoApp",0,2,2008,"WD","Normal",NA
2183,"RL",74,9627,"1","NoApp","Reg","Lvl","4","Inside","1","CollgCr","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","3","PConc","4","3","3","6",24,"1",0,1327,1351,"GasA","5","1","SBrkr",1361,0,0,1361,0,0,2,0,3,1,"4",6,"5",0,"0","Attchd",3,"2",2,610,"3","3","3",0,50,0,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","Normal",NA
2184,"RL",75,9825,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Hip","CompShg","HdBoard","HdBoard","None",0,"3","3","CBlock","3","3","1","3",609,"1",0,483,1092,"GasA","3","1","SBrkr",1092,0,0,1092,0,0,1,0,3,1,"3",6,"5",0,"0","Attchd",2,"1",1,264,"3","3","3",259,0,0,0,161,0,"0","MnPrv","NoApp",0,4,2008,"COD","Abnorml",NA
2185,"RL",64,12102,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","1Fam","SFoyer",5,5,1976,1976,"Gable","CompShg","HdBoard","Plywood","BrkFace",222,"3","3","CBlock","4","4","4","5",456,"1",0,0,456,"GasA","5","1","SBrkr",1033,0,0,1033,0,1,1,0,3,1,"3",6,"5",0,"0","BuiltIn",2,"2",2,504,"2","3","3",224,0,0,0,0,0,"0","NoApp","NoApp",0,4,2008,"WD","Family",NA
2186,"RL",65,6500,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","1Fam","1Story",6,6,1976,1976,"Hip","CompShg","HdBoard","Plywood","BrkFace",84,"3","3","CBlock","3","0","1","4",1033,"1",0,94,1127,"GasA","3","1","SBrkr",1127,0,0,1127,0,1,1,1,3,1,"3",6,"5",1,"1","Detchd",3,"1",2,480,"3","3","3",0,0,138,0,0,0,"0","NoApp","NoApp",0,5,2008,"WD","Normal",NA
2187,"RL",69,9638,"1","NoApp","IR1","Lvl","4","CulDSac","1","Edwards","Norm","Norm","1Fam","SLvl",6,6,1977,1977,"Hip","CompShg","Plywood","Plywood","None",0,"3","3","CBlock","3","3","3","5",368,"3",120,541,1029,"GasA","3","1","SBrkr",1117,0,0,1117,1,0,1,0,3,1,"3",6,"5",1,"2","Attchd",2,"2",2,542,"3","3","3",292,0,0,0,0,0,"0","NoApp","NoApp",0,11,2008,"WD","Normal",NA
2188,"RL",72,7200,"1","NoApp","Reg","Lvl","4","Inside","1","Edwards","Norm","Norm","1Fam","2Story",6,7,1976,2001,"Hip","CompShg","Plywood","Plywood","None",0,"3","3","CBlock","3","3","3","5",288,"1",0,396,684,"GasA","3","1","SBrkr",684,714,0,1398,0,0,1,1,3,1,"3",6,"5",1,"3","Attchd",2,"3",2,440,"3","3","3",0,0,0,0,0,0,"0","MnPrv","NoApp",0,2,2008,"WD","Normal",NA
2189,"RL",123,47007,"1","NoApp","IR1","Lvl","4","Inside","1","Edwards","Norm","Norm","1Fam","1Story",5,7,1959,1996,"Gable","CompShg","Plywood","Plywood","None",0,"3","3","Slab","0","0","0","0",0,"0",0,0,0,"GasA","3","1","SBrkr",3820,0,0,3820,0,0,3,1,5,1,"5",11,"5",2,"4","Attchd",2,"1",2,624,"3","3","3",0,372,0,0,0,0,"0","NoApp","NoApp",0,7,2008,"WD","Normal",NA
2190,"RL",65,6012,"1","NoApp","Reg","Lvl","4","Corner","1","Edwards","Norm","Norm","Duplex","1Story",4,5,1955,1955,"Gable","CompShg","AsbShng","Plywood","None",0,"3","2","PConc","0","0","0","0",0,"0",0,0,0,"GasA","3","0","SBrkr",1152,0,0,1152,0,0,2,0,2,2,"3",6,"5",0,"0","NoApp",0,"0",0,0,"0","0","1",0,0,0,0,0,0,"0","NoApp","NoApp",0,6,2008,"WD","AdjLand",NA
